Product Name,Quantity,Sell Price,Date Sold,Product Category,Unnamed: 5,Unnamed: 6,Unnamed: 7
Face Mask,1.0,5.0,20/10/2020,ALL MEDICAL SUPPLIES,,,
Cetirizine 10mg,4.0,10.0,20/10/2020,ANTIHISTAMINES,,,
Ascof Forte Lagundi 600mg,2.0,20.0,20/10/2020,HERBAL MEDICINES,,,
Dolfenal 500mg,2.0,50.0,20/10/2020,PAIN RELIEVERS,,,
Diatabs 2mg,2.0,20.0,20/10/2020,GASTRO DRUGS,,,
Alcohol 250mL,1.0,65.0,20/10/2020,ALL MEDICAL SUPPLIES,,,
Kool Fever,1.0,35.0,20/10/2020,ALL MEDICAL SUPPLIES,,,
Happy cotton,1.0,7.0,20/10/2020,ALL MEDICAL SUPPLIES,,,
Biogesic Syrup 2-6 years 60mL,1.0,110.0,20/10/2020,PAIN RELIEVERS,,,
Katialis Ointment 30g,1.0,50.0,20/10/2020,CREAM AND OINTMENTS,,,
Ascof Forte Lagundi 600mg,2.0,20.0,20/10/2020,HERBAL MEDICINES,,,
Sodium Chloride 0.9%,2.0,200.0,20/10/2020,ALL MEDICAL SUPPLIES,,,
Tuseran Forte,2.0,20.0,20/10/2020,RESPIRATORY,,,
Vicks VapoRub (small),1.0,32.0,20/10/2020,GALENICALS,,,
Biogesic 500mg,5.0,25.0,20/10/2020,PAIN RELIEVERS,,,
Dolfenal 500mg,1.0,26.0,21/10/2020,PAIN RELIEVERS,,,
Biogesic 500mg,3.0,15.0,21/10/2020,PAIN RELIEVERS,,,
Vicks VapoRub (small),1.0,32.0,21/10/2020,GALENICALS,,,
Nail Cutter,1.0,20.0,21/10/2020,HYGIENE,,,
Gatorade,1.0,40.0,21/10/2020,DRINKS,,,
Efficascent Oil 25 mL,1.0,40.0,21/10/2020,GALENICALS,,,
Cefuroxime Axetil 500mg,4.0,152.0,21/10/2020,ANTIBIOTICS,,,
Vitaplex-B B1 + B6 + B12,1.0,6.0,21/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Tiki-tiki Star Drops 30mL,1.0,100.0,21/10/2020,PEDIA BOTTLES,,,
Face Mask,2.0,10.0,21/10/2020,ALL MEDICAL SUPPLIES,,,
Amoxicillin 500mg,20.0,100.0,21/10/2020,ANTIBIOTICS,,,
Cottonbuds (small pack),1.0,10.0,21/10/2020,ALL MEDICAL SUPPLIES,,,
Syringe 3 CC,1.0,6.0,21/10/2020,ALL MEDICAL SUPPLIES,,,
Neozep Drops 10mL,1.0,109.0,21/10/2020,PEDIA BOTTLES,,,
Biogesic 500mg,4.0,20.0,21/10/2020,PAIN RELIEVERS,,,
Happy cotton,1.0,7.0,21/10/2020,ALL MEDICAL SUPPLIES,,,
Jinli Kojic Acid Soap 65g,1.0,25.0,21/10/2020,HYGIENE,,,
Mefenamic Acid Ritemed 500mg,5.0,35.0,21/10/2020,PAIN RELIEVERS,,,
Amlodipine 5mg,20.0,100.0,21/10/2020,ALL HYPERTENSION,,,
Losartan 50mg,20.0,100.0,21/10/2020,ALL HYPERTENSION,,,
Omega 60 mL,1.0,75.0,21/10/2020,GALENICALS,,,
Face Mask,1.0,5.0,21/10/2020,ALL MEDICAL SUPPLIES,,,
Biogesic 500mg,5.0,25.0,21/10/2020,PAIN RELIEVERS,,,
Vicks VapoRub (small),1.0,32.0,21/10/2020,GALENICALS,,,
Buscopan 10mg,1.0,26.0,21/10/2020,GASTRO DRUGS,,,
Happy cotton,1.0,7.0,22/10/2020,ALL MEDICAL SUPPLIES,,,
Amlodipine 5mg,5.0,25.0,22/10/2020,ALL HYPERTENSION,,,
Cetirizine Drops 10mL,1.0,53.0,22/10/2020,ANTIHISTAMINES,,,
Vitaplex-B B1 + B6 + B12,1.0,6.0,22/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cetirizine 10mg,5.0,20.0,22/10/2020,ANTIHISTAMINES,,,
Amlodipine 10mg,3.0,18.0,22/10/2020,ALL HYPERTENSION,,,
Salonpas Patch,4.0,32.0,22/10/2020,PAIN RELIEVERS,,,
BL Cream,1.0,35.0,22/10/2020,CREAM AND OINTMENTS,,,
Mefenamic Acid (generic),5.0,15.0,22/10/2020,PAIN RELIEVERS,,,
Omeprazole 40mg,2.0,18.0,22/10/2020,GASTRO DRUGS,,,
Hivent Salbutamol Ampoule 2.5mL,2.0,30.0,22/10/2020,RESPIRATORY,,,
Celecoxib 200mg,4.0,28.0,22/10/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,2.0,10.0,22/10/2020,ANTIBIOTICS,,,
Amoxicillin 500mg,2.0,10.0,22/10/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),2.0,6.0,22/10/2020,PAIN RELIEVERS,,,
Tiki-tiki Star Drops 30mL,1.0,100.0,23/10/2020,PEDIA BOTTLES,,,
Cetirizine 10mg,10.0,30.0,23/10/2020,ANTIHISTAMINES,,,
Losartan 50mg,20.0,100.0,23/10/2020,ALL HYPERTENSION,,,
Neozep,2.0,14.0,23/10/2020,RESPIRATORY,,,
Ponstan 500mg,1.0,28.0,23/10/2020,PAIN RELIEVERS,,,
Hello Chocolate,9.0,54.0,23/10/2020,FOODS,,,
Ambroxol Syrup 60mL,1.0,53.0,23/10/2020,RESPIRATORY,,,
Solmux,6.0,72.0,23/10/2020,RESPIRATORY,,,
Biogesic 500mg,5.0,25.0,23/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),4.0,12.0,23/10/2020,PAIN RELIEVERS,,,
Bonamine 12.5mg (for kids),6.0,78.0,23/10/2020,MILK SUPPLEMENTS,,,
Amlodipine 5mg,10.0,50.0,23/10/2020,ALL HYPERTENSION,,,
Candy,1.0,7.0,23/10/2020,FOODS,,,
Katinko Ointment,1.0,35.0,23/10/2020,GALENICALS,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,23/10/2020,GALENICALS,,,
Centrum Advance,1.0,15.0,23/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Efficascent Oil 25 mL,1.0,40.0,23/10/2020,GALENICALS,,,
Ascof Forte Lagundi 600mg,1.0,10.0,23/10/2020,HERBAL MEDICINES,,,
Skelan 550mg,1.0,22.0,23/10/2020,PAIN RELIEVERS,,,
Nipple (small),2.0,20.0,23/10/2020,BABY PRODUCTS,,,
Cetirizine 10mg,20.0,80.0,23/10/2020,ANTIHISTAMINES,,,
Baby Wipes,1.0,25.0,23/10/2020,BABY PRODUCTS,,,
Vicks VapoRub (small),1.0,32.0,23/10/2020,GALENICALS,,,
Biogesic 500mg,1.0,50.0,23/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,2.0,14.0,23/10/2020,FOODS,,,
Mefenamic Acid (generic),2.0,6.0,23/10/2020,RESPIRATORY,,,
Listerine 100mL,1.0,80.0,24/10/2020,HYGIENE,,,
Vitaplex-B B1 + B6 + B12,1.0,6.0,24/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cetirizine 10mg,5.0,20.0,24/10/2020,ANTIHISTAMINES,,,
Ascorbic Acid 500mg,1.0,5.0,24/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Water Bottle 350mL (small),3.0,30.0,24/10/2020,DRINKS,,,
Skyflakes,4.0,24.0,24/10/2020,FOODS,,,
Candy,1.0,7.0,24/10/2020,FOODS,,,
Face Shield,2.0,60.0,24/10/2020,ALL MEDICAL SUPPLIES,,,
Pregnancy Test,1.0,35.0,24/10/2020,ALL MEDICAL SUPPLIES,,,
Solmux,1.0,12.0,24/10/2020,RESPIRATORY,,,
Celecoxib 200mg,1.0,7.0,24/10/2020,PAIN RELIEVERS,,,
Modess Regular Pads,1.0,55.0,24/10/2020,HYGIENE,,,
Katinko Ointment,1.0,35.0,24/10/2020,GALENICALS,,,
Alcohol 60mL,1.0,22.0,24/10/2020,ALL MEDICAL SUPPLIES,,,
Ascorbic Acid 500mg,6.0,30.0,24/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ascof Forte Lagundi 600mg,2.0,20.0,24/10/2020,HERBAL MEDICINES,,,
Biogesic 500mg,10.0,50.0,24/10/2020,PAIN RELIEVERS,,,
Advil 200mg,10.0,120.0,24/10/2020,PAIN RELIEVERS,,,
Salonpas Patch,2.0,16.0,24/10/2020,PAIN RELIEVERS,,,
AA Battery,1.0,35.0,24/10/2020,OTHERS,,,
Imodium,1.0,18.0,24/10/2020,GASTRO DRUGS,,,
Medical Gloves,10.0,75.0,24/10/2020,ALL MEDICAL SUPPLIES,,,
Water Bottle 1L (large),1.0,22.0,24/10/2020,DRINKS,,,
Nipple (small),1.0,10.0,24/10/2020,BABY PRODUCTS,,,
Saridon,3.0,21.0,24/10/2020,PAIN RELIEVERS,,,
Centrum Advance,1.0,13.0,24/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cetirizine 10mg,10.0,40.0,24/10/2020,ANTIHISTAMINES,,,
Saridon,3.0,21.0,24/10/2020,PAIN RELIEVERS,,,
Losartan 50mg,4.0,20.0,24/10/2020,ALL HYPERTENSION,,,
Kool Fever,1.0,35.0,24/10/2020,ALL MEDICAL SUPPLIES,,,
Candy,1.0,7.0,24/10/2020,FOODS,,,
Losartan 50mg,2.0,10.0,25/10/2020,ALL HYPERTENSION,,,
Amoxicillin 500mg,2.0,10.0,25/10/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),3.0,9.0,25/10/2020,PAIN RELIEVERS,,,
Ascorbic Acid 500mg,20.0,100.0,25/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Amoxicillin 500mg,4.0,20.0,25/10/2020,ANTIBIOTICS,,,
Ascorbic Acid 500mg,1.0,5.0,25/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Pregnancy Test,1.0,35.0,25/10/2020,ALL MEDICAL SUPPLIES,,,
Face Mask,1.0,10.0,25/10/2020,ALL MEDICAL SUPPLIES,,,
Tiki-tiki Star Drops 30mL,1.0,100.0,25/10/2020,PEDIA BOTTLES,,,
Ponstan 500mg,1.0,28.0,25/10/2020,PAIN RELIEVERS,,,
Sodium Ascorbate,20.0,120.0,25/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Diclofenac Sodium 100mg,1.0,5.0,25/10/2020,PAIN RELIEVERS,,,
Alcohol 500mL,1.0,105.0,25/10/2020,ALL MEDICAL SUPPLIES,,,
Tissue Roll,1.0,15.0,25/10/2020,HYGIENE,,,
Pacifier,1.0,20.0,25/10/2020,BABY PRODUCTS,,,
Solmux,3.0,36.0,25/10/2020,RESPIRATORY,,,
Sebo De Macho,1.0,18.0,25/10/2020,CREAM AND OINTMENTS,,,
Alaxan FR 400mg,5.0,50.0,25/10/2020,PAIN RELIEVERS,,,
Folic Acid 5mg,10.0,50.0,25/10/2020,OB PRODUCTS,,,
Candy,1.0,7.0,25/10/2020,FOODS,,,
Band Aid,5.0,5.0,25/10/2020,ALL MEDICAL SUPPLIES,,,
Alaxan FR 400mg,2.0,20.0,25/10/2020,PAIN RELIEVERS,,,
Biogesic 500mg,2.0,10.0,25/10/2020,PAIN RELIEVERS,,,
Losartan 50mg,4.0,20.0,25/10/2020,ALL HYPERTENSION,,,
Amlodipine 10mg,6.0,30.0,25/10/2020,ALL HYPERTENSION,,,
Nido 150g,1.0,100.0,25/10/2020,MILK SUPPLEMENTS,,,
White Flower 1.5mL,1.0,30.0,25/10/2020,GALENICALS,,,
Nipple (small),1.0,10.0,25/10/2020,BABY PRODUCTS,,,
Biogesic 500mg,10.0,50.0,25/10/2020,PAIN RELIEVERS,,,
Losartan 100mg,3.0,21.0,25/10/2020,ALL HYPERTENSION,,,
Toothpaste Sachet,1.0,8.0,25/10/2020,HYGIENE,,,
Bonna 0-6 months 150g,1.0,115.0,26/10/2020,MILK SUPPLEMENTS,,,
Amlodipine 10mg,10.0,60.0,26/10/2020,ALL HYPERTENSION,,,
Amlodipine 5mg,10.0,50.0,26/10/2020,ALL HYPERTENSION,,,
Ascof Forte Lagundi 600mg,6.0,60.0,26/10/2020,HERBAL MEDICINES,,,
Sebo De Macho,1.0,18.0,26/10/2020,CREAM AND OINTMENTS,,,
Candy,1.0,16.0,26/10/2020,FOODS,,,
Cotrimoxazole 480mg,2.0,10.0,26/10/2020,ANTIBIOTICS,,,
Pregnancy Test,1.0,35.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Cottonbuds (small pack),1.0,10.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Gauze (large),1.0,6.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Medical Tape (small),1.0,30.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Syringe 3 CC,1.0,6.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Skelan 550mg,1.0,22.0,26/10/2020,PAIN RELIEVERS,,,
Trust Pills 75mg,1.0,55.0,26/10/2020,CONTRACEPTIVES,,,
Povidone Iodine 15 mL,1.0,30.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Happy cotton,1.0,7.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Povidone Iodine 15 mL,1.0,30.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Medical Tape (small),1.0,30.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Gauze Bandage (small),1.0,25.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Happy cotton,1.0,7.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Alcohol 60mL,1.0,22.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Candy,1.0,7.0,26/10/2020,FOODS,,,
Gun Toy,1.0,10.0,26/10/2020,OTHERS,,,
Efficascent Oil Xtreme 50 mL,1.0,90.0,26/10/2020,GALENICALS,,,
Ascof Forte Lagundi 600mg,20.0,200.0,26/10/2020,HERBAL MEDICINES,,,
Face Mask,4.0,20.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Celecoxib 200mg,5.0,35.0,26/10/2020,PAIN RELIEVERS,,,
Band Aid,10.0,10.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Centrum Silver Advance,1.0,13.0,26/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Centrum Silver Advance,1.0,13.0,26/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Katinko Ointment,1.0,35.0,26/10/2020,GALENICALS,,,
Johnson's Baby Oil 25mL,2.0,40.0,26/10/2020,BABY PRODUCTS,,,
Happy cotton,5.0,35.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Adult Diapers (small),1.0,25.0,26/10/2020,ALL MEDICAL SUPPLIES,,,
Biogesic 500mg,10.0,50.0,26/10/2020,PAIN RELIEVERS,,,
Ascof Forte Lagundi 600mg,1.0,10.0,26/10/2020,HERBAL MEDICINES,,,
Metformin 500mg,1.0,6.0,26/10/2020,GASTRO DRUGS,,,
Nipple (small),1.0,10.0,26/10/2020,BABY PRODUCTS,,,
Baby Diapers (medium) 4pcs,1.0,10.0,26/10/2020,BABY PRODUCTS,,,
Trust Pills 75mg,1.0,55.0,26/10/2020,CONTRACEPTIVES,,,
Biogesic 500mg,2.0,10.0,26/10/2020,PAIN RELIEVERS,,,
Ascof Forte Lagundi 600mg,3.0,30.0,27/10/2020,HERBAL MEDICINES,,,
Baby Wipes,2.0,50.0,27/10/2020,BABY PRODUCTS,,,
Diclofenac Sodium 100mg,1.0,5.0,27/10/2020,PAIN RELIEVERS,,,
Sodium Chloride 0.9%,1.0,100.0,27/10/2020,ALL MEDICAL SUPPLIES,,,
Neozep,1.0,7.0,27/10/2020,RESPIRATORY,,,
Symdex-D 25mg/2mg/325mg,3.0,15.0,27/10/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,14.0,70.0,27/10/2020,ANTIBIOTICS,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,27/10/2020,GALENICALS,,,
Ascorbic Acid 500mg,1.0,5.0,27/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ascof Forte Lagundi 600mg,6.0,60.0,27/10/2020,HERBAL MEDICINES,,,
Biogesic 500mg,1.0,5.0,27/10/2020,PAIN RELIEVERS,,,
Hivent Salbutamol Ampoule 2.5mL,2.0,30.0,27/10/2020,RESPIRATORY,,,
Cloxacillin 500mg,3.0,16.0,27/10/2020,ANTIBIOTICS,,,
Amoxicillin 500mg,4.0,20.0,27/10/2020,ANTIBIOTICS,,,
Amoxicillin 500mg,1.0,5.0,27/10/2020,ANTIBIOTICS,,,
Neozep,5.0,35.0,27/10/2020,RESPIRATORY,,,
Biogesic 500mg,1.0,50.0,27/10/2020,PAIN RELIEVERS,,,
Ascorbic Acid 500mg,10.0,50.0,27/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Nipple (small),1.0,10.0,27/10/2020,BABY PRODUCTS,,,
Omeprazole 40mg,1.0,9.0,27/10/2020,GASTRO DRUGS,,,
Kremil-S,4.0,38.0,27/10/2020,GASTRO DRUGS,,,
Water Bottle 1L (large),1.0,22.0,27/10/2020,DRINKS,,,
Pregnancy Test,1.0,35.0,27/10/2020,ALL MEDICAL SUPPLIES,,,
Nido 370g,1.0,225.0,27/10/2020,MILK SUPPLEMENTS,,,
Bonakid 1+ 150g,1.0,115.0,27/10/2020,MILK SUPPLEMENTS,,,
Baby Diapers (large) 4pcs,1.0,30.0,27/10/2020,BABY PRODUCTS,,,
Katinko Ointment,1.0,35.0,28/10/2020,GALENICALS,,,
Neozep,2.0,14.0,28/10/2020,RESPIRATORY,,,
Biogesic 500mg,2.0,10.0,28/10/2020,PAIN RELIEVERS,,,
Toothbrush,1.0,15.0,28/10/2020,HYGIENE,,,
Toothbrush,1.0,15.0,28/10/2020,HYGIENE,,,
Pacifier,1.0,20.0,28/10/2020,BABY PRODUCTS,,,
Band Aid,4.0,4.0,28/10/2020,ALL MEDICAL SUPPLIES,,,
Toothbrush,3.0,45.0,28/10/2020,HYGIENE,,,
Toothbrush,1.0,15.0,28/10/2020,HYGIENE,,,
Cloxacillin 500mg,5.0,40.0,28/10/2020,ANTIBIOTICS,,,
Plemex Forte Lagundi 60mL,1.0,100.0,28/10/2020,RESPIRATORY,,,
Toothbrush,1.0,15.0,28/10/2020,HYGIENE,,,
Pharex Vit.B Complex,1.0,6.0,28/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Losartan 100mg,1.0,7.0,28/10/2020,ALL HYPERTENSION,,,
Band Aid,1.0,1.0,28/10/2020,ALL MEDICAL SUPPLIES,,,
Cotrimoxazole 480mg,30.0,150.0,28/10/2020,ANTIBIOTICS,,,
Face Mask,1.0,5.0,28/10/2020,ALL MEDICAL SUPPLIES,,,
Cefuroxime Axetil 500mg,1.0,38.0,28/10/2020,ANTIBIOTICS,,,
Celecoxib 200mg,3.0,21.0,28/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),8.0,24.0,28/10/2020,PAIN RELIEVERS,,,
Ponstan 500mg,2.0,56.0,28/10/2020,PAIN RELIEVERS,,,
Johnson's Baby Oil 25mL,1.0,25.0,28/10/2020,BABY PRODUCTS,,,
Johnson's Baby Powder White 25g,1.0,20.0,28/10/2020,BABY PRODUCTS,,,
Advil 200mg,1.0,12.0,28/10/2020,PAIN RELIEVERS,,,
Cottonbuds (small pack),1.0,10.0,28/10/2020,ALL MEDICAL SUPPLIES,,,
,1.0,50.0,28/10/2020,#REF!,,,
Losartan 100mg,5.0,35.0,28/10/2020,ALL HYPERTENSION,,,
Amlodipine 10mg,5.0,30.0,28/10/2020,ALL HYPERTENSION,,,
Cottonbuds (small pack),1.0,10.0,28/10/2020,ALL MEDICAL SUPPLIES,,,
Green Leaf Powder Cockroach killing Bait 5g,1.0,10.0,28/10/2020,OTHERS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,28/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),1.0,3.0,28/10/2020,PAIN RELIEVERS,,,
Happy cotton,1.0,7.0,28/10/2020,ALL MEDICAL SUPPLIES,,,
Candy,5.0,10.0,28/10/2020,FOODS,,,
Tissue Roll,1.0,15.0,28/10/2020,HYGIENE,,,
Solmux,6.0,72.0,28/10/2020,RESPIRATORY,,,
Ascorbic Acid 500mg,9.0,45.0,28/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Acetone (Cuticle/Nailpolish Remover),1.0,10.0,28/10/2020,COSMETICS,,,
Neozep,10.0,70.0,28/10/2020,RESPIRATORY,,,
Trust Pills 75mg,1.0,55.0,28/10/2020,CONTRACEPTIVES,,,
Skelan 550mg,4.0,88.0,29/10/2020,PAIN RELIEVERS,,,
Flanax 550mg,4.0,104.0,29/10/2020,PAIN RELIEVERS,,,
Losartan 100mg,4.0,28.0,29/10/2020,ALL HYPERTENSION,,,
Losartan 100mg,1.0,7.0,29/10/2020,ALL HYPERTENSION,,,
Johnson's Baby Powder White 25g,1.0,20.0,29/10/2020,BABY PRODUCTS,,,
Carbocisteine Drops 15mL,1.0,47.0,29/10/2020,PEDIA BOTTLES,,,
Happy cotton,1.0,7.0,29/10/2020,ALL MEDICAL SUPPLIES,,,
Flanax 550mg,3.0,78.0,29/10/2020,PAIN RELIEVERS,,,
Medicol Advance 200mg,3.0,25.5,29/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,2.0,14.0,29/10/2020,PAIN RELIEVERS,,,
Cefuroxime Axetil 500mg,1.0,38.0,29/10/2020,ANTIBIOTICS,,,
Johnson's Baby Oil 25mL,1.0,25.0,29/10/2020,BABY PRODUCTS,,,
Strepsils 8pcs,1.0,63.0,29/10/2020,RESPIRATORY,,,
Celecoxib 200mg,1.0,7.0,29/10/2020,PAIN RELIEVERS,,,
Nipple (small),1.0,10.0,29/10/2020,BABY PRODUCTS,,,
Biogesic 500mg,5.0,25.0,29/10/2020,PAIN RELIEVERS,,,
Kremil-S,2.0,19.0,29/10/2020,GASTRO DRUGS,,,
Ascof Forte Lagundi 600mg,2.0,20.0,29/10/2020,HERBAL MEDICINES,,,
Ponstan 500mg,2.0,56.0,29/10/2020,PAIN RELIEVERS,,,
Tissue Roll,1.0,15.0,29/10/2020,HYGIENE,,,
Tissue Roll,1.0,15.0,29/10/2020,HYGIENE,,,
Face Mask,1.0,10.0,30/10/2020,ALL MEDICAL SUPPLIES,,,
BL Cream,1.0,35.0,30/10/2020,CREAM AND OINTMENTS,,,
Dr. Wong's Sulfur Scented Soap 135g,1.0,60.0,30/10/2020,HYGIENE,,,
Candy,1.0,7.0,30/10/2020,FOODS,,,
Candy,2.0,14.0,30/10/2020,FOODS,,,
Biogesic 500mg,10.0,50.0,30/10/2020,PAIN RELIEVERS,,,
Candy,1.0,7.0,30/10/2020,FOODS,,,
Safeguard Soap 60g,1.0,18.0,30/10/2020,HYGIENE,,,
Celecoxib 200mg,2.0,14.0,30/10/2020,PAIN RELIEVERS,,,
Ponstan 500mg,1.0,7.0,30/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,1.0,7.0,30/10/2020,PAIN RELIEVERS,,,
Caltrate Plus,10.0,50.0,30/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Rejuvon OB Forte,10.0,90.0,30/10/2020,OB PRODUCTS,,,
Centrum Advance,3.0,39.0,30/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Pond's Sunscreen Sachet,1.0,25.0,30/10/2020,COSMETICS,,,
Neozep,10.0,70.0,30/10/2020,RESPIRATORY,,,
Face Mask,1.0,5.0,30/10/2020,ALL MEDICAL SUPPLIES,,,
Ascorbic Acid 500mg,6.0,30.0,30/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Calpol Syrup 2-6 years 60mL,1.0,108.0,30/10/2020,PAIN RELIEVERS,,,
Colds-off Syrup 60mL,1.0,49.0,30/10/2020,PEDIA BOTTLES,,,
Neozep,2.0,14.0,30/10/2020,RESPIRATORY,,,
Calcium Lactate 325mg,2.0,10.0,30/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Foramefer Capsule,2.0,12.0,30/10/2020,OB PRODUCTS,,,
Rejuvon OB Forte,2.0,18.0,30/10/2020,OB PRODUCTS,,,
Pacifier,1.0,20.0,30/10/2020,BABY PRODUCTS,,,
Nipple (small),1.0,10.0,30/10/2020,BABY PRODUCTS,,,
Biogesic 500mg,1.0,5.0,30/10/2020,PAIN RELIEVERS,,,
Omeprazole 40mg,2.0,18.0,30/10/2020,GASTRO DRUGS,,,
Calcium Lactate 325mg,2.0,10.0,30/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cefuroxime Axetil 500mg,6.0,228.0,30/10/2020,ANTIBIOTICS,,,
Efficascent Oil 25 mL,1.0,40.0,30/10/2020,GALENICALS,,,
Katinko Ointment,1.0,35.0,30/10/2020,GALENICALS,,,
Bioflu 10mg/2mg/500mg,3.0,30.0,30/10/2020,PAIN RELIEVERS,,,
Cetirizine 10mg,3.0,12.0,30/10/2020,ANTIHISTAMINES,,,
Happy cotton,1.0,7.0,30/10/2020,ALL MEDICAL SUPPLIES,,,
Johnson's Baby Powder White 25g,1.0,20.0,30/10/2020,BABY PRODUCTS,,,
Losartan 50mg,4.0,20.0,30/10/2020,ALL HYPERTENSION,,,
Amoxicillin 500mg,2.0,10.0,31/10/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),2.0,6.0,31/10/2020,PAIN RELIEVERS,,,
Baby Feeding Bottle (large),1.0,55.0,31/10/2020,BABY PRODUCTS,,,
Face Mask,1.0,5.0,31/10/2020,ALL MEDICAL SUPPLIES,,,
Cefuroxime Axetil 500mg,1.0,38.0,31/10/2020,ANTIBIOTICS,,,
Katinko Ointment,1.0,35.0,31/10/2020,GALENICALS,,,
Ascorbic Acid 500mg,1.0,5.0,31/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Losartan 100mg,1.0,7.0,31/10/2020,ALL HYPERTENSION,,,
Baby First Nouveau Baby Bath Wash 300ml ,1.0,75.0,31/10/2020,BABY PRODUCTS,,,
Face Mask,1.0,5.0,31/10/2020,ALL MEDICAL SUPPLIES,,,
Saridon,1.0,7.0,31/10/2020,PAIN RELIEVERS,,,
Solmux,2.0,24.0,31/10/2020,RESPIRATORY,,,
Neozep,8.0,56.0,31/10/2020,RESPIRATORY,,,
Tempra Forte Syrup 6-12 years 60mL,1.0,159.0,31/10/2020,PEDIA BOTTLES,,,
Nipple (small),1.0,10.0,31/10/2020,BABY PRODUCTS,,,
Losartan 50mg,20.0,100.0,31/10/2020,ALL HYPERTENSION,,,
Happy cotton,1.0,7.0,31/10/2020,ALL MEDICAL SUPPLIES,,,
Nipple (small),1.0,10.0,31/10/2020,BABY PRODUCTS,,,
Tissue Roll,1.0,15.0,31/10/2020,HYGIENE,,,
Alcohol 60mL,1.0,22.0,31/10/2020,ALL MEDICAL SUPPLIES,,,
Nipple (small),1.0,10.0,31/10/2020,BABY PRODUCTS,,,
,1.0,12.0,31/10/2020,#REF!,,,
Mefenamic Acid (generic),5.0,15.0,31/10/2020,PAIN RELIEVERS,,,
Face Mask,2.0,10.0,31/10/2020,ALL MEDICAL SUPPLIES,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,31/10/2020,GALENICALS,,,
Symdex-D 25mg/2mg/325mg,4.0,20.0,31/10/2020,PAIN RELIEVERS,,,
Celecoxib 200mg,4.0,28.0,31/10/2020,PAIN RELIEVERS,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,15.0,31/10/2020,RESPIRATORY,,,
Omega 60 mL,1.0,75.0,31/10/2020,GALENICALS,,,
Johnson's Baby Powder White 25g,1.0,20.0,31/10/2020,BABY PRODUCTS,,,
Candy,3.0,5.0,31/10/2020,FOODS,,,
Amlodipine 10mg,6.0,36.0,31/10/2020,ALL HYPERTENSION,,,
